Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Premium_Delivery,Distance
23,4.9,Windy,Low ,van,Other,60,Electronics,1,1.5203728379727393
30,4.2,Cloudy,Medium ,scooter ,Metropolitian ,210,Books,0,13.18466274082461
37,4.5,Sunny,Medium ,motorcycle ,Metropolitian ,135,Outdoors,0,16.60096646627219
34,4.5,Fog,Low ,van,Metropolitian ,190,Sports,0,16.59765942033505
31,4.8,Windy,Low ,scooter ,Metropolitian ,100,Cosmetics,1,3.058281575249995
25,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,90,Skincare,1,4.537989684962583
24,4.9,Sandstorms,Low ,scooter ,Urban ,55,Apparel,1,13.969760212954796
33,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,105,Kitchen,1,9.435201537430714
31,4.5,Fog,Jam ,motorcycle ,Metropolitian ,235,Clothing,0,13.830016226508704
38,4.8,Windy,Low ,van,Urban ,120,Clothing,1,3.145067434621583
36,4.9,Cloudy,Jam ,scooter ,Metropolitian ,175,Cosmetics,0,13.68204452608078
38,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,125,Toys,0,20.20634606758301
28,4.8,Sunny,Low ,motorcycle ,Metropolitian ,105,Cosmetics,1,3.0527377197541203
28,4.7,Stormy,Jam ,motorcycle ,Metropolitian ,190,Toys,0,12.161512247541568
39,4.7,Windy,Low ,motorcycle ,Metropolitian ,145,Apparel,0,1.5148048951935007
20,4.8,Windy,Low ,motorcycle ,Metropolitian ,55,Clothing,1,2.9302151110568055
36,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,155,Toys,0,16.72146713385881
27,4.6,Stormy,Low ,van,Urban ,50,Cosmetics,1,1.572533729286321
20,5.0,Fog,Jam ,scooter ,Metropolitian ,130,Toys,0,7.489922545713147
22,2.6,Sunny,Low ,scooter ,Metropolitian ,205,Apparel,0,12.350300915304105
20,3.1,Sunny,Low ,motorcycle ,Metropolitian ,175,Cosmetics,0,20.968653878919735
21,4.6,Windy,Jam ,motorcycle ,Metropolitian ,165,Cosmetics,0,16.825674553493343
22,4.8,Fog,High ,motorcycle ,Metropolitian ,110,Cosmetics,1,1.5369113551350593
36,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,195,Jewelry,0,4.476682206847991
25,4.1,Cloudy,Jam ,scooter ,Metropolitian ,190,Outdoors,0,13.788169484007305
21,4.6,Cloudy,Low ,scooter ,Metropolitian ,90,Clothing,1,9.314976789360623
23,5.0,Cloudy,Low ,motorcycle ,Metropolitian ,75,Toys,1,1.529743511582863
22,4.8,Sunny,Low ,motorcycle ,Metropolitian ,70,Electronics,1,3.1161272207711526
20,5.0,Sunny,Low ,motorcycle ,Metropolitian ,85,Books,1,3.145067434621583
27,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,220,Outdoors,0,11.719667572431094
22,5.0,Fog,High ,motorcycle ,Metropolitian ,125,Pet Supplies,0,3.025061641856169
20,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,90,Skincare,1,7.803044762988818
29,3.6,Sunny,High ,motorcycle ,Metropolitian ,240,Sports,0,1.5545440228107195
37,4.2,Windy,Medium ,motorcycle ,Metropolitian ,195,Snacks,0,12.464226008964719
29,4.6,Cloudy,Medium ,scooter ,Urban ,70,Clothing,1,4.657597469270872
36,4.6,Cloudy,Medium ,motorcycle ,Urban ,180,Snacks,0,11.007734763744617
37,4.6,Sunny,Jam ,scooter ,Urban ,110,Skincare,1,13.990151177257511
35,4.7,Sandstorms,Low ,scooter ,Urban ,130,Electronics,0,1.572533729286321
21,4.7,Windy,Jam ,scooter ,Metropolitian ,120,Pet Supplies,1,19.975808791439345
32,4.7,Sunny,Jam ,scooter ,Metropolitian ,105,Kitchen,1,13.40588385177958
30,5.0,Windy,Low ,scooter ,Metropolitian ,135,Clothing,0,3.040665363317611
37,4.3,Fog,Jam ,scooter ,Metropolitian ,200,Clothing,0,10.586824027282614
29,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,175,Books,0,10.88095073745098
22,4.8,Windy,Medium ,motorcycle ,Metropolitian ,145,Cosmetics,0,7.448627554424398
30,4.5,Sunny,Medium ,motorcycle ,Metropolitian ,115,Shoes,1,8.929090496038414
28,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,135,Sports,0,6.049956259946466
25,4.8,Stormy,High ,motorcycle ,Metropolitian ,135,Skincare,0,6.21086415606354
20,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,50,Jewelry,1,9.074331008326515
37,3.7,Cloudy,Low ,motorcycle ,Urban ,165,Toys,0,13.631343698142908
31,4.9,Windy,Medium ,motorcycle ,Metropolitian ,135,Cosmetics,0,6.2178836475581045
23,4.3,Fog,Jam ,scooter ,Metropolitian ,215,Sports,0,12.233151216488597
38,4.3,Windy,Medium ,motorcycle ,Metropolitian ,175,Shoes,0,7.6510644585303815
20,5.0,Fog,Medium ,motorcycle ,Metropolitian ,120,Shoes,1,4.67432400638191
27,4.6,Stormy,Jam ,scooter ,Urban ,130,Clothing,0,19.620419296539986
30,4.2,Sandstorms,Low ,motorcycle ,Urban ,130,Toys,0,3.0644638558352577
29,4.6,Cloudy,Low ,van,Other,50,Cosmetics,1,9.326428318803535
31,5.0,Sunny,Jam ,van,Urban ,15,Grocery,1,7.5620793211870625
32,4.5,Windy,Jam ,scooter ,Metropolitian ,32,Grocery,1,12.580267822400963
33,4.9,Sunny,Low ,scooter ,Metropolitian ,60,Kitchen,1,3.060557773040758
31,4.4,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Sports,1,7.648557947935138
28,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,60,Home,1,3.1161417126181274
21,4.7,Sandstorms,Jam ,scooter ,Urban ,130,Toys,0,14.15280068944862
35,4.5,Fog,Low ,motorcycle ,Metropolitian ,115,Snacks,1,1.5147941817694572
31,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,180,Sports,0,19.976712110350487
33,4.7,Stormy,Jam ,scooter ,Other,27,Grocery,1,10.72504264384306
21,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,75,Outdoors,1,16.824772113250834
25,4.6,Windy,Low ,scooter ,Metropolitian ,85,Kitchen,1,10.724956120302584
22,4.8,Fog,Low ,van,Metropolitian ,130,Cosmetics,0,11.007734763744617
28,4.5,Fog,Low ,scooter ,Metropolitian ,95,Outdoors,1,4.58903875102421
35,4.0,Windy,Jam ,motorcycle ,Metropolitian ,255,Kitchen,0,12.580267822400963
30,4.7,Windy,High ,motorcycle ,Metropolitian ,170,Apparel,0,1.572533729286321
32,4.6,Fog,Low ,motorcycle ,Urban ,85,Home,1,4.588321086013583
38,4.9,Fog,Low ,scooter ,Metropolitian ,85,Sports,1,1.5544772821910615
20,4.9,Sunny,Jam ,motorcycle ,Metropolitian ,65,Toys,1,9.326360257118816
23,5.0,Sandstorms,Low ,van,Metropolitian ,80,Kitchen,1,1.5134910203793128
27,4.6,Fog,Low ,scooter ,Metropolitian ,130,Cosmetics,0,17.13783007771357
38,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,215,Cosmetics,0,16.721976048741215
33,5.0,Windy,Medium ,scooter ,Metropolitian ,130,Books,0,16.63687991359242
21,4.7,Stormy,Jam ,van,Metropolitian ,135,Electronics,0,12.435401342193114
21,2.6,Sunny,Low ,motorcycle ,Metropolitian ,190,Pet Supplies,0,13.972191759503005
23,4.3,Cloudy,Medium ,scooter ,Metropolitian ,175,Jewelry,0,10.58695309692162
27,4.0,Fog,Jam ,motorcycle ,Metropolitian ,165,Toys,0,20.506907204759106
38,4.3,Windy,Medium ,motorcycle ,Metropolitian ,180,Apparel,0,6.118471180690497
20,4.9,Fog,Medium ,motorcycle ,Metropolitian ,115,Apparel,1,4.560740459631507
32,4.6,Cloudy,High ,scooter ,Metropolitian ,125,Kitchen,0,6.29013467763468
20,3.5,Sunny,Low ,scooter ,Metropolitian ,200,Shoes,0,16.827472773146095
21,4.6,Fog,Jam ,motorcycle ,Urban ,245,Pet Supplies,0,11.007734763744617
32,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,140,Kitchen,0,6.081596950437154
34,4.1,Stormy,Medium ,motorcycle ,Urban ,34,Grocery,1,13.789630729980562
26,4.9,Stormy,High ,scooter ,Metropolitian ,80,Clothing,1,1.572533729286321
34,4.7,Stormy,Medium ,van,Metropolitian ,135,Clothing,0,4.663493139918665
36,5.0,Stormy,Jam ,motorcycle ,Urban ,235,Outdoors,0,19.362561679297382
20,5.0,Stormy,Low ,motorcycle ,Urban ,50,Outdoors,1,3.0640094555094213
36,5.0,Windy,Medium ,motorcycle ,Metropolitian ,125,Apparel,0,6884.726398933316
36,4.1,Windy,Medium ,motorcycle ,Urban ,170,Sports,0,8.811560720686265
24,4.8,Sunny,Jam ,van,Metropolitian ,70,Snacks,1,16.63579806090435
20,4.8,Cloudy,Low ,scooter ,Metropolitian ,75,Clothing,1,3.104463374954771
37,4.0,Cloudy,Low ,motorcycle ,Metropolitian ,175,Shoes,0,12.256046315965444
31,5.0,Sunny,Low ,scooter ,Urban ,65,Shoes,1,1.5093577696337532
24,4.5,Cloudy,Jam ,scooter ,Metropolitian ,150,Skincare,0,12.29354192492578
25,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,125,Outdoors,0,1.5321890925569548
24,4.9,Stormy,Low ,scooter ,Other,55,Home,1,7.5620793211870625
20,4.8,Cloudy,Low ,motorcycle ,Urban ,85,Electronics,1,3.105095437473336
30,4.9,Cloudy,Low ,scooter ,Urban ,75,Jewelry,1,7.660582694185052
38,3.6,Sandstorms,Medium ,motorcycle ,Urban ,155,Cosmetics,0,16.476437954273965
38,4.3,Windy,Jam ,scooter ,Metropolitian ,170,Sports,0,7.6597039787034085
24,4.3,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,Sports,0,9.326725258722023
32,4.6,Fog,Jam ,motorcycle ,Metropolitian ,215,Books,0,12.420750390870612
22,4.5,Fog,Jam ,motorcycle ,Metropolitian ,235,Skincare,0,12.435540495461442
35,4.6,Fog,Jam ,motorcycle ,Semi-Urban ,235,Apparel,0,16.385047886584577
33,4.1,Stormy,Medium ,motorcycle ,Metropolitian ,170,Snacks,0,6.054295400511417
25,4.8,Stormy,Medium ,scooter ,Metropolitian ,120,Apparel,1,10.724879289478304
38,4.8,Sandstorms,Low ,scooter ,Metropolitian ,120,Books,1,1.5297232853100244
23,4.8,Stormy,Medium ,scooter ,Metropolitian ,95,Clothing,1,12.484473082437557
32,4.1,Cloudy,Low ,motorcycle ,Metropolitian ,33,Grocery,1,12.24085827411391
21,4.8,Stormy,Low ,scooter ,Metropolitian ,55,Skincare,1,17.29786575291325
24,4.8,Fog,Low ,scooter ,Urban ,55,Skincare,1,7.762092914972186
32,4.1,Stormy,Jam ,motorcycle ,Metropolitian ,245,Home,0,9.055981117924203
32,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,225,Outdoors,0,13.5874308810486
25,4.8,Windy,Jam ,motorcycle ,Urban ,18,Grocery,1,13.830084721845328
34,3.5,Fog,Low ,scooter ,Urban ,195,Kitchen,0,11.007734763744617
35,4.8,Cloudy,Low ,van,Metropolitian ,95,Snacks,1,1.5094642591450969
33,5.0,Stormy,Low ,motorcycle ,Other,130,Pet Supplies,0,14.04460087552295
27,5.0,Sunny,Jam ,scooter ,Urban ,80,Cosmetics,1,7.5735237341835395
28,4.5,Cloudy,Medium ,van,Metropolitian ,150,Sports,0,10.906379374468557
39,4.9,Cloudy,Jam ,scooter ,Metropolitian ,245,Skincare,0,13.682516298592299
21,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Skincare,0,4.596534542243907
31,4.1,Fog,High ,motorcycle ,Metropolitian ,180,Outdoors,0,1.572533729286321
27,4.6,Windy,Low ,scooter ,Urban ,80,Shoes,1,3.145067434621583
32,5.0,Fog,Medium ,motorcycle ,Urban ,80,Toys,1,7.772282029629311
20,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,19,Grocery,1,4.65825552423237
31,4.6,Sunny,High ,van,Metropolitian ,85,Home,1,3.145067434621583
28,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,115,Clothing,1,9.056109430302039
25,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,Pet Supplies,0,19.615926964388624
22,4.7,Sunny,Low ,motorcycle ,Metropolitian ,50,Clothing,1,4.657999585570663
24,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,105,Clothing,1,10.428148593687968
31,4.9,Stormy,Low ,motorcycle ,Metropolitian ,110,Home,1,4.470286489434607
30,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,240,Jewelry,0,13.830084721845328
38,4.7,Fog,Jam ,scooter ,Metropolitian ,215,Jewelry,0,13.582511011042971
20,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,60,Home,1,8.953006164966736
35,4.9,Stormy,High ,motorcycle ,Metropolitian ,170,Jewelry,0,6.081595038517862
31,4.8,Cloudy,Jam ,scooter ,Metropolitian ,180,Books,0,16.85352490584544
36,4.2,Windy,Low ,motorcycle ,Metropolitian ,150,Books,0,1.5526813140972442
33,4.9,Sunny,Low ,motorcycle ,Metropolitian ,110,Electronics,1,1.572533729286321
26,4.2,Windy,Low ,motorcycle ,Urban ,20,Grocery,1,4.587794632025183
21,4.9,Windy,Jam ,motorcycle ,Metropolitian ,145,Electronics,0,16.849904095492622
38,4.4,Stormy,Low ,motorcycle ,Metropolitian ,125,Clothing,0,9.435201537430714
38,4.6,Sandstorms,Medium ,scooter ,Metropolitian ,145,Toys,0,4.717601092054723
22,4.5,Cloudy,Medium ,motorcycle ,Metropolitian ,125,Shoes,0,6.040512901945428
30,4.3,Windy,Jam ,motorcycle ,Metropolitian ,215,Apparel,0,20.253686339517458
24,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,80,Home,1,17.075035490452994
21,4.2,Stormy,Medium ,motorcycle ,Metropolitian ,155,Apparel,0,20.207797933358158
20,4.7,Cloudy,Low ,motorcycle ,Urban ,55,Toys,1,9.271888389475569
22,4.8,Sandstorms,Jam ,motorcycle ,Metropolitian ,100,Apparel,1,4.587356404161673
38,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,130,Toys,0,6.232150258829198
20,4.9,Fog,Low ,scooter ,Urban ,85,Toys,1,9.315745106316243
28,4.7,Windy,Low ,motorcycle ,Metropolitian ,55,Toys,1,1.572533729286321
26,4.7,Sandstorms,Low ,scooter ,Metropolitian ,80,Jewelry,1,4.561269432005461
33,4.2,Sandstorms,Jam ,scooter ,Metropolitian ,180,Electronics,0,10.906470984869689
24,4.2,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,Shoes,0,10.705622903496973
30,4.7,Stormy,Low ,scooter ,Metropolitian ,120,Outdoors,1,1.5581570033504795
34,4.3,Windy,Medium ,scooter ,Metropolitian ,160,Shoes,0,7.683782781592616
25,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,140,Jewelry,0,13.78666969363518
30,4.8,Fog,Jam ,scooter ,Metropolitian ,175,Jewelry,0,9.088011034370515
27,4.5,Stormy,Jam ,motorcycle ,Urban ,110,Cosmetics,1,12.292622739442963
39,4.9,Stormy,Low ,scooter ,Other,115,Skincare,1,12.292599798532462
21,4.7,Sunny,Low ,scooter ,Urban ,110,Clothing,1,1.465204236107831
21,4.9,Stormy,Jam ,scooter ,Metropolitian ,135,Home,0,12.293745665244252
36,4.2,Windy,Low ,motorcycle ,Urban ,155,Books,0,4.5967456266495255
29,4.8,Fog,Low ,scooter ,Metropolitian ,120,Pet Supplies,1,10.866261860714015
35,4.7,Windy,Low ,motorcycle ,Metropolitian ,135,Jewelry,0,9.31563208704705
27,4.4,Stormy,Low ,motorcycle ,Metropolitian ,105,Cosmetics,1,4.4054979115943596
38,4.0,Windy,Low ,motorcycle ,Metropolitian ,135,Pet Supplies,0,3.040666798077057
23,4.8,Windy,Medium ,motorcycle ,Metropolitian ,110,Skincare,1,4.530163033904002
36,4.8,Windy,Low ,motorcycle ,Metropolitian ,26,Grocery,1,7.449051156906713
30,4.3,Fog,Jam ,motorcycle ,Urban ,245,Outdoors,0,20.178298581848242
38,4.4,Sandstorms,Jam ,scooter ,Metropolitian ,155,Pet Supplies,0,9.31563208704705
30,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,75,Apparel,1,4.657528074267875
28,4.3,Cloudy,Jam ,motorcycle ,Metropolitian ,175,Outdoors,0,12.162418131175954
24,4.6,Sunny,Medium ,motorcycle ,Urban ,70,Home,1,16.902051800243928
36,4.9,Sunny,Low ,motorcycle ,Metropolitian ,120,Home,1,7.790439155314363
31,4.1,Stormy,Low ,motorcycle ,Metropolitian ,170,Pet Supplies,0,7.790125828454116
34,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Clothing,0,9.315745361545886
28,4.9,Stormy,Low ,motorcycle ,Metropolitian ,95,Home,1,17.29786575291325
27,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,105,Electronics,1,6.037605711784208
32,4.1,Fog,Medium ,scooter ,Metropolitian ,160,Apparel,0,12.080196181742092
35,4.8,Sunny,Low ,motorcycle ,Metropolitian ,135,Pet Supplies,0,9.19151681625338
28,4.9,Stormy,Medium ,scooter ,Metropolitian ,90,Apparel,1,12.42075005031367
32,4.0,Fog,Medium ,motorcycle ,Metropolitian ,185,Apparel,0,12.580267822400963
25,4.7,Sandstorms,Low ,scooter ,Metropolitian ,95,Cosmetics,1,12.074281945769359
32,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,80,Sports,1,6.210061176100266
37,4.8,Sunny,Medium ,motorcycle ,Urban ,110,Pet Supplies,1,7.659687719505771
29,4.7,Sunny,High ,scooter ,Metropolitian ,65,Clothing,1,2.979763497462109
32,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Electronics,0,7.44864451602914
25,4.7,Fog,Low ,motorcycle ,Metropolitian ,120,Jewelry,1,1.5580994617898951
33,3.9,Sandstorms,Jam ,scooter ,Metropolitian ,215,Books,0,13.735383556628708
27,4.5,Fog,Jam ,motorcycle ,Metropolitian ,35,Grocery,1,13.407033668284814
37,4.8,Cloudy,Low ,scooter ,Metropolitian ,140,Toys,0,12.41687169160696
21,5.0,Sunny,Jam ,motorcycle ,Urban ,70,Skincare,1,4.579028199695073
27,4.9,Cloudy,Low ,scooter ,Metropolitian ,20,Grocery,1,19.88431857497891
29,4.8,Sunny,Medium ,scooter ,Metropolitian ,50,Sports,1,7.683744768651734
35,5.0,Fog,High ,motorcycle ,Metropolitian ,135,Outdoors,0,6.058923147526397
22,5.0,Sandstorms,Medium ,motorcycle ,Urban ,105,Books,1,14.15280068944862
22,4.8,Sandstorms,Jam ,scooter ,Metropolitian ,110,Clothing,1,12.07439552568561
37,4.9,Sunny,Jam ,scooter ,Metropolitian ,100,Books,1,7.763485791200292
28,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Shoes,0,17.074256778794595
31,4.9,Sunny,Low ,motorcycle ,Metropolitian ,105,Cosmetics,1,19.884989093916975
34,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,185,Cosmetics,0,19.91296718928853
31,4.6,Windy,High ,motorcycle ,Metropolitian ,29,Grocery,1,6.037529176542177
23,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,190,Jewelry,0,10.708220667367794
36,4.7,Sunny,Low ,scooter ,Metropolitian ,55,Kitchen,1,3.0249963435107836
24,4.8,Sunny,Jam ,motorcycle ,Urban ,65,Outdoors,1,7.772430463816821
28,4.7,Sandstorms,Medium ,motorcycle ,Urban ,140,Outdoors,0,9.17624749258827
23,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,130,Sports,0,16.63579806090435
28,4.6,Windy,Medium ,van,Metropolitian ,135,Cosmetics,0,12.580267822400963
28,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,125,Cosmetics,0,12.420728618905603
25,4.8,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Books,0,17.076258901183188
37,3.8,Stormy,Jam ,motorcycle ,Metropolitian ,160,Clothing,0,20.25308886851953
39,4.1,Stormy,Jam ,scooter ,Metropolitian ,210,Kitchen,0,19.83962567958235
22,4.6,Stormy,Medium ,scooter ,Urban ,110,Books,1,4.663545220952834
31,4.9,Windy,Low ,motorcycle ,Metropolitian ,145,Cosmetics,0,13.428477357470895
33,4.9,Sandstorms,Low ,scooter ,Metropolitian ,120,Pet Supplies,1,16.64663439144687
29,4.8,Fog,Jam ,motorcycle ,Metropolitian ,190,Kitchen,0,13.622067322393534
27,4.6,Cloudy,Medium ,scooter ,Metropolitian ,90,Cosmetics,1,4.540779627969584
23,4.5,Stormy,Low ,motorcycle ,Metropolitian ,85,Outdoors,1,7.573225613488764
28,4.4,Stormy,Low ,motorcycle ,Metropolitian ,120,Pet Supplies,1,4.469203457950985
23,4.8,Sunny,Jam ,scooter ,Metropolitian ,85,Kitchen,1,13.183266786378617
26,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,145,Jewelry,0,12.464528059716372
31,4.9,Windy,Jam ,scooter ,Metropolitian ,155,Toys,0,7.562921044749782
36,4.4,Sunny,Jam ,motorcycle ,Urban ,190,Electronics,0,10.756415548797705
39,4.9,Windy,Low ,motorcycle ,Metropolitian ,105,Snacks,1,10.683789736660017
31,4.7,Sandstorms,Low ,motorcycle ,Urban ,125,Shoes,0,1.5202925485985417
39,5.0,Windy,Jam ,motorcycle ,Metropolitian ,52,Grocery,1,12.419632405531052
34,4.7,Cloudy,Medium ,motorcycle ,Metropolitian ,210,Apparel,0,20.853653606522474
38,4.8,Windy,Low ,scooter ,Metropolitian ,140,Pet Supplies,0,7.343184872968867
20,4.6,Fog,Jam ,motorcycle ,Urban ,145,Cosmetics,0,7.546680469081603
34,4.9,Sunny,Jam ,van,Metropolitian ,75,Books,1,4.46931202175492
37,4.3,Fog,Low ,motorcycle ,Metropolitian ,215,Apparel,0,10.425475100056351
30,4.4,Cloudy,Jam ,motorcycle ,Metropolitian ,160,Sports,0,9.192290417405088
24,4.0,Cloudy,Jam ,scooter ,Urban ,160,Outdoors,0,20.182634488293672
22,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,110,Toys,1,12.292848945038811
27,4.7,Fog,Low ,scooter ,Metropolitian ,55,Jewelry,1,9.435201537430714
35,4.4,Sunny,Jam ,motorcycle ,Metropolitian ,200,Outdoors,0,12.161517993712033
31,4.5,Windy,Low ,motorcycle ,Metropolitian ,125,Books,0,4.53754359959467
27,4.6,Windy,High ,motorcycle ,Urban ,135,Skincare,0,6.049834150687609
37,4.7,Stormy,Low ,scooter ,Urban ,105,Skincare,1,7.46114894864356
31,4.1,Cloudy,Jam ,scooter ,Metropolitian ,220,Pet Supplies,0,17.07395729139767
21,5.0,Sunny,Low ,scooter ,Metropolitian ,120,Clothing,1,3.1089836948124367
27,4.0,Fog,Jam ,scooter ,Metropolitian ,170,Kitchen,0,4.674644234401863
38,4.6,Stormy,Medium ,scooter ,Urban ,140,Electronics,0,4.657153007152837
22,4.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,160,Outdoors,0,4.46418994556843
36,4.6,Windy,Medium ,scooter ,Urban ,130,Snacks,0,4.4691938252042425
38,4.8,Windy,Low ,scooter ,Metropolitian ,95,Clothing,1,11.916235157217862
34,4.9,Cloudy,High ,scooter ,Metropolitian ,190,Clothing,0,5.958808071070684
34,4.8,Cloudy,High ,motorcycle ,Metropolitian ,135,Books,0,6.146683594473334
20,4.7,Windy,Medium ,motorcycle ,Metropolitian ,100,Shoes,1,16.6465279605965
31,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,140,Shoes,0,2.9766115118201046
25,5.0,Sandstorms,High ,motorcycle ,Metropolitian ,135,Skincare,0,1.5580772559330351
28,4.9,Sandstorms,Low ,motorcycle ,Urban ,85,Toys,1,12.43523852372965
39,4.1,Windy,Jam ,motorcycle ,Urban ,185,Pet Supplies,0,19.761110067714096
33,4.9,Fog,Medium ,motorcycle ,Metropolitian ,245,Jewelry,0,16.600272418856072
30,4.5,Stormy,Medium ,motorcycle ,Metropolitian ,195,Apparel,0,12.464528059716372
25,4.9,Stormy,Low ,motorcycle ,Metropolitian ,90,Electronics,1,9.056109430302039
38,4.9,Fog,Low ,motorcycle ,Metropolitian ,90,Electronics,1,4.663772762376294
26,4.4,Cloudy,Jam ,van,Metropolitian ,155,Kitchen,0,17.29786575291325
22,4.8,Sunny,Jam ,scooter ,Urban ,100,Apparel,1,13.680927409309072
24,4.6,Stormy,Medium ,scooter ,Urban ,130,Pet Supplies,0,16.64729968728447
31,4.7,Stormy,Jam ,scooter ,Other,135,Cosmetics,0,7.761199672759851
26,4.9,Stormy,High ,motorcycle ,Urban ,105,Sports,1,3.073644027723396
23,5.0,Sandstorms,Low ,scooter ,Urban ,55,Sports,1,7.68415541716559
36,4.9,Windy,Low ,motorcycle ,Urban ,110,Snacks,1,3.0611340136861775
20,4.8,Windy,Jam ,motorcycle ,Urban ,125,Snacks,0,10.48587006741086
25,4.7,Sunny,Low ,scooter ,Metropolitian ,100,Clothing,1,1.5580865162468949
25,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,55,Books,1,10.64157247728437
36,4.8,Cloudy,Medium ,van,Metropolitian ,155,Apparel,0,19.878389859457627
20,5.0,Sunny,Low ,motorcycle ,Metropolitian ,115,Sports,1,1.4652025747268527
23,4.6,Stormy,Low ,motorcycle ,Metropolitian ,70,Cosmetics,1,4.5607604314529
35,4.7,Sunny,Low ,scooter ,Metropolitian ,60,Toys,1,1.4901538808207615
37,5.0,Cloudy,Low ,scooter ,Urban ,125,Jewelry,0,10.41706579035871
33,4.9,Stormy,Medium ,motorcycle ,Other,140,Kitchen,0,6.210141144622586
22,4.2,Windy,Low ,motorcycle ,Metropolitian ,75,Snacks,1,3.0736336615831137
23,5.0,Stormy,Medium ,motorcycle ,Metropolitian ,130,Kitchen,0,9.055898607912091
34,4.7,Cloudy,Medium ,motorcycle ,Urban ,80,Jewelry,1,7.60168152834193
27,4.7,Fog,Jam ,motorcycle ,Metropolitian ,245,Shoes,0,12.257118233178144
34,4.6,Stormy,Low ,motorcycle ,Urban ,24,Grocery,1,3.108925571154772
33,4.6,Cloudy,Jam ,scooter ,Metropolitian ,205,Shoes,0,16.637054384885012
29,4.6,Fog,Low ,motorcycle ,Metropolitian ,75,Pet Supplies,1,1.5093844931452696
31,4.8,Sandstorms,Low ,scooter ,Metropolitian ,85,Cosmetics,1,12.580267822400963
39,4.8,Windy,Low ,motorcycle ,Metropolitian ,140,Toys,0,3.073462803868858
32,4.6,Fog,Low ,motorcycle ,Metropolitian ,215,Skincare,0,12.293508819559184
21,4.7,Fog,Medium ,motorcycle ,Metropolitian ,180,Skincare,0,20.25401003649676
22,4.6,Stormy,Medium ,van,Metropolitian ,120,Kitchen,1,19.894269594418525
35,5.0,Stormy,Low ,scooter ,Metropolitian ,105,Skincare,1,4.657159718107683
29,4.9,Sunny,Low ,motorcycle ,Urban ,120,Apparel,1,9.315071060294844
35,4.8,Fog,High ,motorcycle ,Metropolitian ,190,Shoes,0,3.0882379795300396
30,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,120,Pet Supplies,1,16.787874845260117
39,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,31,Grocery,1,4.469351491411031
30,4.9,Sunny,Jam ,motorcycle ,Metropolitian ,85,Clothing,1,7.631552743190954
36,5.0,Stormy,Low ,scooter ,Metropolitian ,125,Clothing,0,12.209856560906529
35,4.5,Sunny,Jam ,scooter ,Urban ,95,Clothing,1,7.683253857182166
24,4.8,Windy,Low ,scooter ,Metropolitian ,70,Skincare,1,1.554543733521478
